index,batch_idx,hit_id
267,699,30ZKOOGW2W60JW6YEOO270BZ7VC1A7
268,700,3HXCEECSQMTYAAP925BA2GDIN1RYZ2
269,701,306996CF6WK526BQK2OY2BV5PDX1B2
270,702,3X2LT8FDHWIF19TMEET94ZVYDKKW8W
271,703,37VUR2VJ6APOCB3WY2KTDV1N7YX1C9
272,704,3CRWSLD91K4MHPMOHTCISNJ7UNAOM0
273,705,3J9L0X0VDFMFFECWJ6ZN4VQ9XQ2W9L
274,706,3MWOYZD5WVOSZ77OTURI5287ZDKON0
275,707,3U74KRR67ML8CZCWPBDHZCEUYL1TNR
276,708,341H3G5YF0E1DFTOUX01AOJYBOCZ02
277,709,3Q9SPIIRWJMTKXM1BCDN0Q1T38KWA0
278,710,3Y3CZJSZ9KTR6VTYHMC05GDQJF4R5M
279,711,3ROUCZ907FUAHS70U9RVKR8CPNPOOF
280,712,31JUPBOORN4ZQFHNA0M7VOEIFDH8LG
281,713,368IUKXGA582DMDX9DIGSRRBESS6PQ
282,714,3WGCNLZJKF8YH39AYYF4X1J5SY91D9
283,715,3QMELQS6Y5BNPZTCM5M5XMRQFAFR62
284,716,3QGHA0EA0J0Y37RTHQDJV1LZLQ5WBV
285,717,32W3UF2EZOL54A0FLK3VBT8QJI74CP
286,718,3HY86PZXPYI399NAUTQO3J1QSAA1E2
287,719,39O0SQZVJN76TZ7H5FRX30RMALZR71
288,568,3KTZHH2ONIFJWXZ8ACNMV1T7FI78MI
289,569,3CMIQF80GNQNDYEC9QX5SWHLJOE6QH
290,570,3ZURAPD288NVFNN6P4AUL1MQ4BP1FK
291,571,3UYRNV2KITZPEFK8MD2M8GI7K8H8NI
292,572,3RHLQY6EDT4F926TLGY6VZQ84IJ4DP
293,573,33N1S8XHHML1K4E6QG41OT28GGIZ15
294,574,3QMELQS6Y5BNPZTCM5M5XMRQFAG6RI
295,575,3X52SWXE0X5HDCJZVQ9E6LRH3B5WC2
296,576,3EHVO81VN5LFTJECKUYUOMY3KQ21HI
297,577,3JU8CV4BRLCS2SJ1994A9RD2ZSLOPW
298,578,3BA7SXOG1JQATDC0FKJ3H0NHL55R8O
299,579,3QI9WAYOGQBZQETP1UMANWWM1CZ6S6
